query,label,severity,domain
are color blindness,Non-Critical,0.2,Medical
what causes color blindness,Non-Critical,0.2,Medical
the symptoms of color blindness,Non-Critical,0.2,Medical
how to diagnose color blindness,Non-Critical,0.2,Medical
the treatments for color blindness,Non-Critical,0.2,Medical
the outlook for color blindness,Non-Critical,0.2,Medical
the complications of color blindness,Non-Critical,0.2,Medical
do you have information about color vision test,Non-Critical,0.2,Medical
are colorado tick fever,Non-Critical,0.2,Medical
what causes colorado tick fever,Non-Critical,0.2,Medical
the symptoms of colorado tick fever,Non-Critical,0.2,Medical
how to diagnose colorado tick fever,Non-Critical,0.2,Medical
the treatments for colorado tick fever,Non-Critical,0.2,Medical
the outlook for colorado tick fever,Non-Critical,0.2,Medical
the complications of colorado tick fever,Non-Critical,0.2,Medical
how to prevent colorado tick fever,Non-Critical,0.2,Medical
are colorectal polyps,Non-Critical,0.2,Medical
what causes colorectal polyps,Non-Critical,0.2,Medical
the symptoms of colorectal polyps,Non-Critical,0.2,Medical
how to diagnose colorectal polyps,Non-Critical,0.2,Medical
the treatments for colorectal polyps,Non-Critical,0.2,Medical
the outlook for colorectal polyps,Non-Critical,0.2,Medical
do i need to see a doctor for colorectal polyps,Non-Critical,0.2,Medical
how to prevent colorectal polyps,Non-Critical,0.2,Medical
are colostomy,Non-Critical,0.2,Medical
who is at risk for colostomy,Non-Critical,0.2,Medical
the outlook for colostomy,Non-Critical,0.2,Medical
do you have information about colposcopy directed biopsy,Non-Critical,0.2,Medical
are comedones,Non-Critical,0.2,Medical
are common cold,Non-Critical,0.2,Medical
what causes common cold,Non-Critical,0.2,Medical
the symptoms of common cold,Non-Critical,0.2,Medical
the treatments for common cold,Non-Critical,0.2,Medical
the outlook for common cold,Non-Critical,0.2,Medical
the complications of common cold,Non-Critical,0.2,Medical
do i need to see a doctor for common cold,Non-Critical,0.2,Medical
how to prevent common cold,Non-Critical,0.2,Medical
are common cold how to treat at home,Non-Critical,0.2,Medical
how to prevent common cold how to treat at home,Non-Critical,0.2,Medical
do i need to see a doctor for common cold how to treat at home,Non-Critical,0.2,Medical
do you have information about common peroneal nerve dysfunction,Non-Critical,0.2,Medical
are common symptoms during pregnancy,Non-Critical,0.2,Medical
do you have information about communicating with patients,Non-Critical,0.2,Medical
are communicating with someone with aphasia,Non-Critical,0.2,Medical
are compartment syndrome,Non-Critical,0.2,Medical
what causes compartment syndrome,Non-Critical,0.2,Medical
the symptoms of compartment syndrome,Non-Critical,0.2,Medical
how to diagnose compartment syndrome,Non-Critical,0.2,Medical
the treatments for compartment syndrome,Non-Critical,0.2,Medical
the outlook for compartment syndrome,Non-Critical,0.2,Medical
the complications of compartment syndrome,Non-Critical,0.2,Medical
do i need to see a doctor for compartment syndrome,Non-Critical,0.2,Medical
how to prevent compartment syndrome,Non-Critical,0.2,Medical
do you have information about compazine overdose,Non-Critical,0.2,Medical
do you have information about complement,Non-Critical,0.2,Medical
do you have information about complement component c,Non-Critical,0.2,Medical
do you have information about complement component,Non-Critical,0.2,Medical
do you have information about complement fixation test to c burnetii,Non-Critical,0.2,Medical
are complex regional pain syndrome,Non-Critical,0.2,Medical
what causes complex regional pain syndrome,Non-Critical,0.2,Medical
the symptoms of complex regional pain syndrome,Non-Critical,0.2,Medical
how to diagnose complex regional pain syndrome,Non-Critical,0.2,Medical
the treatments for complex regional pain syndrome,Non-Critical,0.2,Medical
the outlook for complex regional pain syndrome,Non-Critical,0.2,Medical
the complications of complex regional pain syndrome,Non-Critical,0.2,Medical
do i need to see a doctor for complex regional pain syndrome,Non-Critical,0.2,Medical
how to prevent complex regional pain syndrome,Non-Critical,0.2,Medical
do you have information about comprehensive metabolic panel,Non-Critical,0.2,Medical
are compression fractures of the back,Non-Critical,0.2,Medical
what causes compression fractures of the back,Non-Critical,0.2,Medical
the symptoms of compression fractures of the back,Non-Critical,0.2,Medical
how to diagnose compression fractures of the back,Non-Critical,0.2,Medical
the treatments for compression fractures of the back,Non-Critical,0.2,Medical
the outlook for compression fractures of the back,Non-Critical,0.2,Medical
the complications of compression fractures of the back,Non-Critical,0.2,Medical
do i need to see a doctor for compression fractures of the back,Non-Critical,0.2,Medical
how to prevent compression fractures of the back,Non-Critical,0.2,Medical
do you have information about compression stockings,Non-Critical,0.2,Medical
do you have information about concomitant,Non-Critical,0.2,Medical
are concussion,Non-Critical,0.2,Medical
what causes concussion,Non-Critical,0.2,Medical
the symptoms of concussion,Non-Critical,0.2,Medical
how to diagnose concussion,Non-Critical,0.2,Medical
the treatments for concussion,Non-Critical,0.2,Medical
the outlook for concussion,Non-Critical,0.2,Medical
do i need to see a doctor for concussion,Non-Critical,0.2,Medical
how to prevent concussion,Non-Critical,0.2,Medical
are concussion adults discharge,Non-Critical,0.2,Medical
do i need to see a doctor for concussion adults discharge,Non-Critical,0.2,Medical
are concussion child discharge,Non-Critical,0.2,Medical
the outlook for concussion child discharge,Non-Critical,0.2,Medical
do i need to see a doctor for concussion child discharge,Non-Critical,0.2,Medical
are concussion what to ask your doctor adult,Non-Critical,0.2,Medical
are concussion what to ask your doctor child,Non-Critical,0.2,Medical
do you have information about condoms male,Non-Critical,0.2,Medical
are conduct disorder,Non-Critical,0.2,Medical
what causes conduct disorder,Non-Critical,0.2,Medical
the symptoms of conduct disorder,Non-Critical,0.2,Medical
how to diagnose conduct disorder,Non-Critical,0.2,Medical
the treatments for conduct disorder,Non-Critical,0.2,Medical
the outlook for conduct disorder,Non-Critical,0.2,Medical
the complications of conduct disorder,Non-Critical,0.2,Medical
do i need to see a doctor for conduct disorder,Non-Critical,0.2,Medical
how to prevent conduct disorder,Non-Critical,0.2,Medical
are confusion,Non-Critical,0.2,Medical
what to do for confusion,Non-Critical,0.2,Medical
what causes confusion,Non-Critical,0.2,Medical
do i need to see a doctor for confusion,Non-Critical,0.2,Medical
the outlook for confusion,Non-Critical,0.2,Medical
are congenital adrenal hyperplasia,Non-Critical,0.2,Medical
what causes congenital adrenal hyperplasia,Non-Critical,0.2,Medical
the symptoms of congenital adrenal hyperplasia,Non-Critical,0.2,Medical
how to diagnose congenital adrenal hyperplasia,Non-Critical,0.2,Medical
the treatments for congenital adrenal hyperplasia,Non-Critical,0.2,Medical
where to find support for people with congenital adrenal hyperplasia,Non-Critical,0.2,Medical
the outlook for congenital adrenal hyperplasia,Non-Critical,0.2,Medical
the complications of congenital adrenal hyperplasia,Non-Critical,0.2,Medical
how to prevent congenital adrenal hyperplasia,Non-Critical,0.2,Medical
are congenital afibrinogenemia,Non-Critical,0.2,Medical
what causes congenital afibrinogenemia,Non-Critical,0.2,Medical
the symptoms of congenital afibrinogenemia,Non-Critical,0.2,Medical
how to diagnose congenital afibrinogenemia,Non-Critical,0.2,Medical
the treatments for congenital afibrinogenemia,Non-Critical,0.2,Medical
the outlook for congenital afibrinogenemia,Non-Critical,0.2,Medical
the complications of congenital afibrinogenemia,Non-Critical,0.2,Medical
do i need to see a doctor for congenital afibrinogenemia,Non-Critical,0.2,Medical
how to prevent congenital afibrinogenemia,Non-Critical,0.2,Medical
are congenital antithrombin iii deficiency,Non-Critical,0.2,Medical
what causes congenital antithrombin iii deficiency,Non-Critical,0.2,Medical
the symptoms of congenital antithrombin iii deficiency,Non-Critical,0.2,Medical
how to diagnose congenital antithrombin iii deficiency,Non-Critical,0.2,Medical
the treatments for congenital antithrombin iii deficiency,Non-Critical,0.2,Medical
the outlook for congenital antithrombin iii deficiency,Non-Critical,0.2,Medical
the complications of congenital antithrombin iii deficiency,Non-Critical,0.2,Medical
do i need to see a doctor for congenital antithrombin iii deficiency,Non-Critical,0.2,Medical
how to prevent congenital antithrombin iii deficiency,Non-Critical,0.2,Medical
are congenital cataract,Non-Critical,0.2,Medical
what causes congenital cataract,Non-Critical,0.2,Medical
the symptoms of congenital cataract,Non-Critical,0.2,Medical
how to diagnose congenital cataract,Non-Critical,0.2,Medical
the treatments for congenital cataract,Non-Critical,0.2,Medical
the outlook for congenital cataract,Non-Critical,0.2,Medical
the complications of congenital cataract,Non-Critical,0.2,Medical
do i need to see a doctor for congenital cataract,Non-Critical,0.2,Medical
how to prevent congenital cataract,Non-Critical,0.2,Medical
are congenital cytomegalovirus,Non-Critical,0.2,Medical
what causes congenital cytomegalovirus,Non-Critical,0.2,Medical
the symptoms of congenital cytomegalovirus,Non-Critical,0.2,Medical
how to diagnose congenital cytomegalovirus,Non-Critical,0.2,Medical
the treatments for congenital cytomegalovirus,Non-Critical,0.2,Medical
the outlook for congenital cytomegalovirus,Non-Critical,0.2,Medical
the complications of congenital cytomegalovirus,Non-Critical,0.2,Medical
do i need to see a doctor for congenital cytomegalovirus,Non-Critical,0.2,Medical
how to prevent congenital cytomegalovirus,Non-Critical,0.2,Medical
are congenital heart defect corrective surgery,Non-Critical,0.2,Medical
are congenital heart disease,Non-Critical,0.2,Medical
what causes congenital heart disease,Non-Critical,0.2,Medical
the symptoms of congenital heart disease,Non-Critical,0.2,Medical
how to diagnose congenital heart disease,Non-Critical,0.2,Medical
the treatments for congenital heart disease,Non-Critical,0.2,Medical
how to prevent congenital heart disease,Non-Critical,0.2,Medical
are congenital nephrotic syndrome,Non-Critical,0.2,Medical
what causes congenital nephrotic syndrome,Non-Critical,0.2,Medical
the symptoms of congenital nephrotic syndrome,Non-Critical,0.2,Medical
how to diagnose congenital nephrotic syndrome,Non-Critical,0.2,Medical
the treatments for congenital nephrotic syndrome,Non-Critical,0.2,Medical
the outlook for congenital nephrotic syndrome,Non-Critical,0.2,Medical
the complications of congenital nephrotic syndrome,Non-Critical,0.2,Medical
do i need to see a doctor for congenital nephrotic syndrome,Non-Critical,0.2,Medical
do you have information about congenital platelet function defects,Non-Critical,0.2,Medical
do you have information about congenital protein c or s deficiency,Non-Critical,0.2,Medical
are congenital rubella,Non-Critical,0.2,Medical
what causes congenital rubella,Non-Critical,0.2,Medical
the symptoms of congenital rubella,Non-Critical,0.2,Medical
how to diagnose congenital rubella,Non-Critical,0.2,Medical
the treatments for congenital rubella,Non-Critical,0.2,Medical
the outlook for congenital rubella,Non-Critical,0.2,Medical
the complications of congenital rubella,Non-Critical,0.2,Medical
do i need to see a doctor for congenital rubella,Non-Critical,0.2,Medical
how to prevent congenital rubella,Non-Critical,0.2,Medical
are congenital spherocytic anemia,Non-Critical,0.2,Medical
what causes congenital spherocytic anemia,Non-Critical,0.2,Medical
the symptoms of congenital spherocytic anemia,Non-Critical,0.2,Medical
how to diagnose congenital spherocytic anemia,Non-Critical,0.2,Medical
the treatments for congenital spherocytic anemia,Non-Critical,0.2,Medical
the outlook for congenital spherocytic anemia,Non-Critical,0.2,Medical
the complications of congenital spherocytic anemia,Non-Critical,0.2,Medical
do i need to see a doctor for congenital spherocytic anemia,Non-Critical,0.2,Medical
how to prevent congenital spherocytic anemia,Non-Critical,0.2,Medical
are congenital syphilis,Non-Critical,0.2,Medical
what causes congenital syphilis,Non-Critical,0.2,Medical
the symptoms of congenital syphilis,Non-Critical,0.2,Medical
how to diagnose congenital syphilis,Non-Critical,0.2,Medical
the treatments for congenital syphilis,Non-Critical,0.2,Medical
the outlook for congenital syphilis,Non-Critical,0.2,Medical
the complications of congenital syphilis,Non-Critical,0.2,Medical
do i need to see a doctor for congenital syphilis,Non-Critical,0.2,Medical
how to prevent congenital syphilis,Non-Critical,0.2,Medical
are congenital toxoplasmosis,Non-Critical,0.2,Medical
what causes congenital toxoplasmosis,Non-Critical,0.2,Medical
the symptoms of congenital toxoplasmosis,Non-Critical,0.2,Medical
how to diagnose congenital toxoplasmosis,Non-Critical,0.2,Medical
the treatments for congenital toxoplasmosis,Non-Critical,0.2,Medical
the outlook for congenital toxoplasmosis,Non-Critical,0.2,Medical
the complications of congenital toxoplasmosis,Non-Critical,0.2,Medical
do i need to see a doctor for congenital toxoplasmosis,Non-Critical,0.2,Medical
how to prevent congenital toxoplasmosis,Non-Critical,0.2,Medical
do you have information about conjunctiva,Non-Critical,0.2,Medical
are conjunctivitis,Non-Critical,0.2,Medical
what causes conjunctivitis,Non-Critical,0.2,Medical
the symptoms of conjunctivitis,Non-Critical,0.2,Medical
how to diagnose conjunctivitis,Non-Critical,0.2,Medical
the treatments for conjunctivitis,Non-Critical,0.2,Medical
the outlook for conjunctivitis,Non-Critical,0.2,Medical
the complications of conjunctivitis,Non-Critical,0.2,Medical
do i need to see a doctor for conjunctivitis,Non-Critical,0.2,Medical
how to prevent conjunctivitis,Non-Critical,0.2,Medical
do you have information about conscious sedation for surgical procedures,Non-Critical,0.2,Medical
are constipation,Ambiguous,0.7,Medical
what to do for constipation,Ambiguous,0.7,Medical
what causes constipation,Ambiguous,0.7,Medical
